Parent Category,Name,Display Name,Explaining Text,Supported On,Type,Label,Registry Key,Value Name,Possible Values
Reporting,Reporting_WppTracingComponents,Configure Windows software trace preprocessor components,This policy configures Windows software trace preprocessor (WPP Software Tracing) components.,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Reporting,WppTracingComponents,Policy value:
Reporting,Reporting_WppTracingComponents,Configure Windows software trace preprocessor components,This policy configures Windows software trace preprocessor (WPP Software Tracing) components.,At least Windows Server 2012  Windows 8 or Windows RT,decimalTextBox,Configure Windows software trace preprocessor components,Software\Policies\Microsoft\Windows Defender\Reporting,WppTracingComponents,Textbox values:    0 (minimum)   4294967295 (maximum)
Reporting,Reporting_WppTracingLevel,Configure WPP tracing level,This policy allows you to configure tracing levels for Windows software trace preprocessor (WPP Software Tracing).     Tracing levels are defined as:    1 - Error    2 - Warning    3 - Info    4 - Debug,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Reporting,WppTracingLevel,Policy value:
Reporting,Reporting_WppTracingLevel,Configure WPP tracing level,This policy allows you to configure tracing levels for Windows software trace preprocessor (WPP Software Tracing).     Tracing levels are defined as:    1 - Error    2 - Warning    3 - Info    4 - Debug,At least Windows Server 2012  Windows 8 or Windows RT,decimalTextBox,Configure WPP tracing level,Software\Policies\Microsoft\Windows Defender\Reporting,WppTracingLevel,Textbox values:    0 (minimum)   4294967295 (maximum)
Reporting,Reporting_DisableEnhancedNotifications,Turn off enhanced notifications,      Use this policy setting to specify if you want Microsoft Defender Antivirus enhanced notifications to display on clients.            If you disable or do not configure this setting  Microsoft Defender Antivirus enhanced notifications will display on clients.            If you enable this setting  Microsoft Defender Antivirus enhanced notifications will not display on clients.    ,At least Windows Server 2016  Windows 10,policy,,Software\Policies\Microsoft\Windows Defender\Reporting,DisableEnhancedNotifications,Policy value:   1 (Enabled)   0 (Disabled)
Reporting,Reporting_ServiceHealthReportInterval,Configure time interval for service health reports,This policy setting configures the time interval (in minutes) for the service health reports to be sent from endpoints.    If you disable or do not configure this setting  the default value will be applied. The default value is set at 60 minutes (1 hour).    If you configure this setting to 0  no service health reports will be sent.    The maximum value allowed to be set is 14400 minutes (10 days).,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Reporting,ServiceHealthReportInterval,Policy value:
Reporting,Reporting_ServiceHealthReportInterval,Configure time interval for service health reports,This policy setting configures the time interval (in minutes) for the service health reports to be sent from endpoints.    If you disable or do not configure this setting  the default value will be applied. The default value is set at 60 minutes (1 hour).    If you configure this setting to 0  no service health reports will be sent.    The maximum value allowed to be set is 14400 minutes (10 days).,At least Windows Server 2012  Windows 8 or Windows RT,decimalTextBox,Configure time interval for service health reports,Software\Policies\Microsoft\Windows Defender\Reporting,ServiceHealthReportInterval,Textbox values:    0 (minimum)   14400 (maximum)
Reporting,Reporting_EnableDynamicSignatureDroppedEventReporting,Configure whether to report Dynamic Signature dropped events,This policy setting configures whether to report Dynamic Signature dropped events.    If you do not configure this setting  the default value will be applied. The default value is set to disabled (such events are not reported).    If you configure this setting to enabled  Dynamic Signature dropped events will be reported.    If you configure this setting to disabled  Dynamic Signature dropped events will not be reported.,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Reporting,EnableDynamicSignatureDroppedEventReporting,Policy value:   1 (Enabled)   0 (Disabled)
Scan,Scan_AllowPause,Allow users to pause scan,This policy setting allows you to manage whether or not end users can pause a scan in progress.    If you enable or do not configure this setting  a new context menu will be added to the task tray icon to allow the user to pause a scan.    If you disable this setting  users will not be able to pause scans.,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Scan,AllowPause,Policy value:   1 (Enabled)   0 (Disabled)
Scan,Scan_ArchiveMaxDepth,Specify the maximum depth to scan archive files,This policy setting allows you to configure the maximum directory depth level into which archive files such as .ZIP or .CAB are unpacked during scanning. The default directory depth level is 0.    If you enable this setting  archive files will be scanned to the directory depth level specified.    If you disable or do not configure this setting  archive files will be scanned to the default directory depth level.,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Scan,ArchiveMaxDepth,Policy value:
Scan,Scan_ArchiveMaxDepth,Specify the maximum depth to scan archive files,This policy setting allows you to configure the maximum directory depth level into which archive files such as .ZIP or .CAB are unpacked during scanning. The default directory depth level is 0.    If you enable this setting  archive files will be scanned to the directory depth level specified.    If you disable or do not configure this setting  archive files will be scanned to the default directory depth level.,At least Windows Server 2012  Windows 8 or Windows RT,decimalTextBox,Specify the maximum depth to scan archive files,Software\Policies\Microsoft\Windows Defender\Scan,ArchiveMaxDepth,Textbox values:    0 (minimum)   4294967295 (maximum)
Scan,Scan_ArchiveMaxSize,Specify the maximum size of archive files to be scanned,This policy setting allows you to configure the maximum size of archive files such as .ZIP or .CAB that will be scanned. The value represents file size in kilobytes (KB). The default value is 0 and represents no limit to archive size for scanning.    If you enable this setting  archive files less than or equal to the size specified will be scanned.    If you disable or do not configure this setting  archive files will be scanned according to the default value.,At least Windows Server 2012  Windows 8 or Windows RT,policy,,Software\Policies\Microsoft\Windows Defender\Scan,ArchiveMaxSize,Policy value:
Scan,Scan_ArchiveMaxSize,Specify the maximum size of archive files to be scanned,This policy setting allows you to configure the maximum size of archive files such as .ZIP or .CAB that will be scanned. The value represents file size in kilobytes (KB). The default value is 0 and represents no limit to archive size for scanning.    If you enable this setting  archive files less than or equal to the size specified will be scanned.    If you disable or do not configure this setting  archive files will be scanned according to the default value.,At least Windows Server 2012  Windows 8 or Windows RT,decimalTextBox,Specify the maximum size of archive files to be scanned,Software\Policies\Microsoft\Windows Defender\Scan,ArchiveMaxSize,Textbox values:    0 (minimum)   4294967295 (maximum)
